STATION_ID,LONGITUDE,LATITUDE,bairdi,bkc,ei,hybrid,opilio,rkc,TYPE
F-25,-172.57,56.67,West 166,Pribilof Single,Pribilof Single,Single,Single,Pribilof Single,standard
FE2120,-169.82,56.5,West 166,Pribilof Single,Pribilof Single,Single,Single,Pribilof Single,misc
FE2221,-170.43,56.5,West 166,Pribilof Single,Pribilof Single,Single,Single,Pribilof Single,misc
G-01,-167.7,57,West 166,Pribilof Single,Bristol Bay,Single,Single,Bristol Bay,standard
G-02,-167.08,57,West 166,BKC Unstratified,Bristol Bay,Single,Single,Bristol Bay,standard
G-03,-166.47,57,West 166,BKC Unstratified,Bristol Bay,Single,Single,Bristol Bay,standard
G-04,-165.85,57,East 166,BKC Unstratified,Bristol Bay,Single,Single,Bristol Bay,standard
G-05,-165.22,57,East 166,BKC Unstratified,Bristol Bay,Single,Single,Bristol Bay,standard
G-06,-164.6,57,East 166,BKC Unstratified,Bristol Bay,Single,Single,Bristol Bay,standard
G-07,-164,57,East 166,BKC Unstratified,Bristol Bay,Single,Single,Bristol Bay,standard
G-08,-163.38,57,East 166,BKC Unstratified,Bristol Bay,Single,Single,Bristol Bay,standard
G-09,-162.78,57,East 166,BKC Unstratified,Bristol Bay,Single,Single,Bristol Bay,standard
G-10,-162.17,57,East 166,BKC Unstratified,Bristol Bay,Single,Single,Bristol Bay,standard
G-11,-161.57,57,East 166,BKC Unstratified,Bristol Bay,Single,Single,Bristol Bay,standard
G-12,-160.95,57,East 166,BKC Unstratified,Bristol Bay,Single,Single,Bristol Bay,standard
G-13,-160.33,57,East 166,BKC Unstratified,Bristol Bay,Single,Single,Bristol Bay,standard
G-14,-159.72,57,East 166,BKC Unstratified,Bristol Bay,Single,Single,Bristol Bay,standard
G-15,-159.12,57,East 166,BKC Unstratified,Bristol Bay,Single,Single,Bristol Bay,standard
G-18,-168.33,57,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,standard
G-19,-168.95,57,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,standard
G-20,-169.55,57,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,standard
G-21,-170.17,57,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,standard
G-22,-170.78,57,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,Pribilof MTCA,standard
G-23,-171.4,57,West 166,Pribilof Single,Pribilof Single,Single,Single,Pribilof Single,standard
G-24,-172.03,57,West 166,Pribilof Single,Pribilof Single,Single,Single,Pribilof Single,standard
G-25,-172.65,57,West 166,Pribilof Single,Pribilof Single,Single,Single,Pribilof Single,standard
G-26,-173.25,57,West 166,Pribilof Single,Pribilof Single,Single,Single,Pribilof Single,standard
